recId,recommendations,uid
1412,'Lupin III',4646
1412,'Lupin III',5343
1426,'Lupin III: Part III',2203
1445,'Mach GoGoGo',1391
1445,'Mach GoGoGo',2747
1448,'Hyakujuu-Ou GoLion',3609
1448,'Hyakujuu-Ou GoLion',2361
1453,'Maison Ikkoku',2458
1453,'Maison Ikkoku',729
1453,'Maison Ikkoku',1087
1453,'Maison Ikkoku',691
1459,'Uchuu no Kishi Tekkaman Blade',1178
1459,'Uchuu no Kishi Tekkaman Blade',2089
1459,'Uchuu no Kishi Tekkaman Blade',3670
1482,'D.Gray-man',121
1482,'D.Gray-man',6444
1483,'Master Keaton',1246
1485,'Akachan to Boku',333
1486,'Kodomo no Omocha (TV)',2180
1486,'Kodomo no Omocha (TV)',103
1488,'Area 88',2090
1490,'Ginga Tetsudou Monogatari',2500
1490,'Ginga Tetsudou Monogatari',1553
1490,'Ginga Tetsudou Monogatari',1645
1491,'Ginga Tetsudou 999',1548
1491,'Ginga Tetsudou 999',3631
1491,'Ginga Tetsudou 999',2717
1516,'Kirarin☆Revolution',122
1516,'Kirarin☆Revolution',2495
1530,'Kanon (2006)',1198
1530,'Kanon (2006)',2167
1530,'Kanon (2006)',1039
1530,'Kanon (2006)',101
1534,'Futari wa Precure: Splash☆Star',30519
1535,'Death Note',28223
1535,'Death Note',137
1535,'Death Note',32262
1535,'Death Note',41619
1535,'Death Note',52092
1535,'Death Note',11703
1535,'Death Note',19
1535,'Death Note',235
1535,'Death Note',2904
1535,'Death Note',54898
1535,'Death Note',13601
1535,'Death Note',3002
1535,'Death Note',11741
1535,'Death Note',228
1535,'Death Note',7193
1535,'Death Note',33508
1535,'Death Note',34542
1535,'Death Note',1575
1535,'Death Note',33253
1536,'Busou Renkin',175
1555,'Tokimeki Memorial: Only Love',248
1559,'Shijou Saikyou no Deshi Kenichi',1604
1559,'Shijou Saikyou no Deshi Kenichi',230
1561,'Lovedol: Lovely Idol',671
1565,'Pokemon Diamond & Pearl',1313
1567,'Kaitou Saint Tail',2041
1567,'Kaitou Saint Tail',142
1569,'Otome wa Boku ni Koishiteru',1729
1569,'Otome wa Boku ni Koishiteru',444
1569,'Otome wa Boku ni Koishiteru',5030
1571,'Ghost Hunt',1281
1571,'Ghost Hunt',7662
1571,'Ghost Hunt',2369
1575,'Code Geass: Hangyaku no Lelouch',3665
1575,'Code Geass: Hangyaku no Lelouch',1535
1575,'Code Geass: Hangyaku no Lelouch',16005
1575,'Code Geass: Hangyaku no Lelouch',820
1575,'Code Geass: Hangyaku no Lelouch',93
1575,'Code Geass: Hangyaku no Lelouch',3907
1575,'Code Geass: Hangyaku no Lelouch',34866
1575,'Code Geass: Hangyaku no Lelouch',156
1575,'Code Geass: Hangyaku no Lelouch',25731
1575,'Code Geass: Hangyaku no Lelouch',10156
1575,'Code Geass: Hangyaku no Lelouch',31764
1575,'Code Geass: Hangyaku no Lelouch',36023
1575,'Code Geass: Hangyaku no Lelouch',10793
1575,'Code Geass: Hangyaku no Lelouch',3927
1575,'Code Geass: Hangyaku no Lelouch',21177
1575,'Code Geass: Hangyaku no Lelouch',30383
1575,'Code Geass: Hangyaku no Lelouch',16668
1575,'Code Geass: Hangyaku no Lelouch',18295
1575,'Code Geass: Hangyaku no Lelouch',28927
1576,'Bakumatsu Kikansetsu Irohanihoheto',2162
1576,'Bakumatsu Kikansetsu Irohanihoheto',1587
1581,'Gift: Eternal Rainbow',546
1583,'009-1',1456
1590,'Legendz: Yomigaeru Ryuuou Densetsu',5235
1604,'Katekyou Hitman Reborn!',7592
1604,'Katekyou Hitman Reborn!',12967
1604,'Katekyou Hitman Reborn!',15
1620,'Maps',1165
1628,'Maou Dante',1667
1642,'Sugar Sugar Rune',2534
1650,'Uchuu Senkan Yamato',5763
1656,'PostPet Momobin',7174
1661,'Cutie Honey',3388
1668,'Bakuten Shoot Beyblade G Revolution',2789
1669,'Bakuten Shoot Beyblade 2002',36425
1669,'Bakuten Shoot Beyblade 2002',34836
1676,'Cosmo Warrior Zero',1081
1690,'Bokura no',593
1690,'Bokura no',50891
1690,'Bokura no',23133
1698,'Nodame Cantabile',1718
1698,'Nodame Cantabile',644
1698,'Nodame Cantabile',328
1699,'Romeo x Juliet',345
1726,'Devil May Cry',270
1726,'Devil May Cry',1585
1731,'Tales of Symphonia The Animation: Sylvarant-hen',391
1734,'Ajimu: Kaigan Monogatari',811
1735,'Naruto: Shippuuden',3861
1744,'Wagamama☆Fairy Mirumo de Pon!',5520
1792,'Overman King Gainer',23259
1810,'Kyoushirou to Towa no Sora',143
1810,'Kyoushirou to Towa no Sora',1127
1816,'Sonic X',2390
1816,'Sonic X',2885
1816,'Sonic X',2757
1818,'Claymore',18001
1818,'Claymore',32379
1818,'Claymore',33
1818,'Claymore',2110
1827,'Seirei no Moribito',679
1827,'Seirei no Moribito',153
1827,'Seirei no Moribito',43760
1832,'Project Zeorymer',498
1838,'Mitsu x Mitsu Drops',3605
1838,'Mitsu x Mitsu Drops',8560
1838,'Mitsu x Mitsu Drops',7668
1840,'Zero no Tsukaima: Futatsuki no Kishi',6773
1846,'Princess Nine: Kisaragi Joshikou Yakyuubu',1185
1848,'Haou Taikei Ryuu Knight',4807
1849,'Haou Taikei Ryuu Knight: Adeu Legend',2066
1852,'Hidamari Sketch',11615
1873,'Plawres Sanshirou',7081
1873,'Plawres Sanshirou',5273
1883,'Kappa no Kaikata',5089
1884,'Himesama Goyoujin',1597
1887,'Lucky☆Star',1852
1887,'Lucky☆Star',7791
1887,'Lucky☆Star',15313
1887,'Lucky☆Star',66
1887,'Lucky☆Star',5118
1887,'Lucky☆Star',2744
1887,'Lucky☆Star',12291
1887,'Lucky☆Star',12679
1887,'Lucky☆Star',348
1887,'Lucky☆Star',11079
1887,'Lucky☆Star',10359
1887,'Lucky☆Star',2963
1889,'Higurashi no Naku Koro ni Kai',42203
1913,'Shonan Junai Gumi!',15961
1913,'Shonan Junai Gumi!',6293
1913,'Shonan Junai Gumi!',6031
1935,'Megazone 23',1347
1942,'Rocket Girls',421
1942,'Rocket Girls',1941
1944,'Photon',1232
1944,'Photon',1805
1946,'Ashita no Nadja',2800
1959,'Wild 7',3448
1965,'Sola',577
1965,'Sola',3299
1966,'Ankoku Shinwa',1355
1974,'Glass no Kamen (2005)',3673
1985,'UFO Robo Grendizer',4198
1988,'Himawari!!',50338
1991,'Juusou Kikou Dancougar Nova',2521
2001,'Tengen Toppa Gurren Lagann',8624
2001,'Tengen Toppa Gurren Lagann',6030
2001,'Tengen Toppa Gurren Lagann',4415
2001,'Tengen Toppa Gurren Lagann',37578
2001,'Tengen Toppa Gurren Lagann',18679
2001,'Tengen Toppa Gurren Lagann',40870
2001,'Tengen Toppa Gurren Lagann',1103
2001,'Tengen Toppa Gurren Lagann',7645
2001,'Tengen Toppa Gurren Lagann',1002
2001,'Tengen Toppa Gurren Lagann',3486
2001,'Tengen Toppa Gurren Lagann',2723
2001,'Tengen Toppa Gurren Lagann',39674
2001,'Tengen Toppa Gurren Lagann',1104
2001,'Tengen Toppa Gurren Lagann',181
2001,'Tengen Toppa Gurren Lagann',4773
2001,'Tengen Toppa Gurren Lagann',180
2001,'Tengen Toppa Gurren Lagann',763
2001,'Tengen Toppa Gurren Lagann',859
2001,'Tengen Toppa Gurren Lagann',8934
2001,'Tengen Toppa Gurren Lagann',3653
2001,'Tengen Toppa Gurren Lagann',2363
2001,'Tengen Toppa Gurren Lagann',96
2001,'Tengen Toppa Gurren Lagann',40964
2001,'Tengen Toppa Gurren Lagann',1382
2001,'Tengen Toppa Gurren Lagann',4416
2002,'Heroic Age',24893
2002,'Heroic Age',1712
2025,'Darker than Black: Kuro no Keiyakusha',31163
2025,'Darker than Black: Kuro no Keiyakusha',2383
2025,'Darker than Black: Kuro no Keiyakusha',3366
2025,'Darker than Black: Kuro no Keiyakusha',6973
2025,'Darker than Black: Kuro no Keiyakusha',446
2025,'Darker than Black: Kuro no Keiyakusha',40529
2025,'Darker than Black: Kuro no Keiyakusha',68
2025,'Darker than Black: Kuro no Keiyakusha',5682
2025,'Darker than Black: Kuro no Keiyakusha',3407
2025,'Darker than Black: Kuro no Keiyakusha',38481
2025,'Darker than Black: Kuro no Keiyakusha',6213
2026,'Hayate no Gotoku!',412
2026,'Hayate no Gotoku!',35252
2026,'Hayate no Gotoku!',4038
2030,'El Cazador de la Bruja',56
2031,'Shining Tears X Wind',503
2031,'Shining Tears X Wind',845
2034,'Lovely★Complex',3731
2034,'Lovely★Complex',3159
2034,'Lovely★Complex',1222
2037,'Hime-chan no Ribbon',2834
2044,'Mahou no Tenshi Creamy Mami',518
2074,'Kerokero Chime',2259
2076,'Kindaichi Shounen no Jikenbo',2204
2078,'Landlock',1580
2084,'NG Knight Ramune & 40',1848
2097,'Tokumu Sentai Shinesman',31417
2104,'Seto no Hanayome',53865
2104,'Seto no Hanayome',3577
2104,'Seto no Hanayome',1568
2112,'Over Drive',24277
2116,'Captain Tsubasa',3438
2116,'Captain Tsubasa',2316
2127,'Chouja Raideen',3099
2129,'True Tears',55996
2130,'Kaibutsu Oujo',1696
2150,'Tanoshii Muumin Ikka',3754
2150,'Tanoshii Muumin Ikka',3810
2150,'Tanoshii Muumin Ikka',2836
2156,'Bakugan Battle Brawlers',5962
2157,'Koutetsushin Jeeg',2283
2158,'Terra e... (TV)',953
2159,'Ookiku Furikabutte',32947
2161,'Skull Man',1344
2164,'Dennou Coil',874
2166,'Doujin Work',289
2167,'Clannad',3627
2167,'Clannad',1530
2167,'Clannad',26351
2167,'Clannad',144
2167,'Clannad',105
2167,'Clannad',31716
2200,'Muteki Choujin Zanbot 3',3579
2221,'Aishite Knight',2224
2222,'Dr. Slump: Arale-chan',3837
2222,'Dr. Slump: Arale-chan',6727
2224,'Hikari no Densetsu',2221
2225,'Alps no Shoujo Heidi',283
2225,'Alps no Shoujo Heidi',22359
2225,'Alps no Shoujo Heidi',3162
2225,'Alps no Shoujo Heidi',2553
2225,'Alps no Shoujo Heidi',3822
2225,'Alps no Shoujo Heidi',2554
2225,'Alps no Shoujo Heidi',2546
2232,'Funny Pets',34502
2233,'Ocha-ken: Chokotto Monogatari',1739
2238,'Fuyu no Semi',719
2238,'Fuyu no Semi',11547
2244,'Rakugo Tennyo Oyui',9393
2245,'Seraphim Call',10801
2246,'Mononoke',525
2246,'Mononoke',279
2246,'Mononoke',12907
2251,'Baccano!',27831
2251,'Baccano!',32998
2251,'Baccano!',13331
2252,'Devilman',956
2259,'Dr. Rin ni Kiitemite!',2074
2281,'Jikuu Tantei Genshi-kun',4962
2281,'Jikuu Tantei Genshi-kun',4801
2291,'Tatakae!! Iczer-1',555
2291,'Tatakae!! Iczer-1',4200
2321,'Giant Robo the Animation: Chikyuu ga Seishi Suru Hi',1665
2321,'Giant Robo the Animation: Chikyuu ga Seishi Suru Hi',5485
2321,'Giant Robo the Animation: Chikyuu ga Seishi Suru Hi',3061
2321,'Giant Robo the Animation: Chikyuu ga Seishi Suru Hi',2337
2331,'Uchuu Densetsu Ulysses 31',2561
2333,'Anime Sanjuushi',3010
2361,'Sei Juushi Bismarck',2510
2367,'Moetan',10217
2367,'Moetan',14563
2367,'Moetan',3417
2389,'Kagaku Ninja-tai Gatchaman',4810
2390,'Hoshi no Kirby',1743
2391,'SD Gundam Force',3772
2400,'GS Mikami',599
2403,'Kodomo no Jikan (TV)',7627
2403,'Kodomo no Jikan (TV)',9510
2404,'Zombie-Loan',1607
2406,'Sazae-san',6149
2406,'Sazae-san',6625
2409,'Gokudou-kun Manyuuki',534
2414,'Assemble Insert',2097
2416,'Grander Musashi RV',2706
2463,'Shounan Bakusouzoku',9645
2465,'Idol Bouei-tai Hummingbird',1175
2471,'Doraemon (1979)',2736
2471,'Doraemon (1979)',5274
2471,'Doraemon (1979)',3638
2471,'Doraemon (1979)',4936
2473,'Ginga Ojousama Densetsu Yuna: Kanashimi no Siren',1586
2473,'Ginga Ojousama Densetsu Yuna: Kanashimi no Siren',1992
2476,'School Days',2926
2476,'School Days',79
2476,'School Days',6165
2476,'School Days',33028
2476,'School Days',32447
2476,'School Days',18245
2476,'School Days',4720
2484,'Gear Fighter Dendoh',5395
2484,'Gear Fighter Dendoh',4411
2489,'Onegai My Melody',6481
2489,'Onegai My Melody',40327
2489,'Onegai My Melody',12963
2525,'Kekkou Kamen',305
2543,'Robin Hood no Daibouken',1638
2545,'Huckleberry no Bouken',2577
2547,'Princess Sara',42429
2547,'Princess Sara',2829
2548,'Ai no Wakakusa Monogatari',2544
2549,'Perrine Monogatari',2828
2549,'Perrine Monogatari',3877
2552,'Tetsuko no Tabi',36531
2553,'Flanders no Inu',2555
2556,'Jungle Taitei (1989)',5052
2561,'Captain Future',2331
2569,'Jungle Book Shounen Mowgli',2543
2569,'Jungle Book Shounen Mowgli',3132
2571,'Mitsubachi Maya no Bouken',34754
2571,'Mitsubachi Maya no Bouken',3858
2571,'Mitsubachi Maya no Bouken',8140
2577,'Tom Sawyer no Bouken',2545
2579,'Anime 80-nichikan Sekai Isshuu',3761
2581,'Kidou Senshi Gundam 00',12471
2581,'Kidou Senshi Gundam 00',73
2582,'Soukou Kihei Votoms',3079
2582,'Soukou Kihei Votoms',40438
2582,'Soukou Kihei Votoms',3060
2582,'Soukou Kihei Votoms',1409
2602,'Kenkou Zenrakei Suiei-bu Umishou',886
2604,'Sky Girls',1694
2605,'Sayonara Zetsubou Sensei',1655
2605,'Sayonara Zetsubou Sensei',490
2605,'Sayonara Zetsubou Sensei',10357
2608,'Wangan Midnight',185
2608,'Wangan Midnight',18
2618,'Takarajima',1145
2618,'Takarajima',1466
2620,'Spider Riders: Yomigaeru Taiyou',2285
2683,'Tokyo Majin Gakuen Kenpuuchou: Tou Dai Ni Maku',447
2688,'Akai Koudan Zillion',3035
2701,'Susie-chan to Marvy',17623
2719,'MapleStory',25431
2724,'Daicon Opening Animations',11087
2726,'Sukeban Deka',18557
2744,'Potemayo',253
2748,'Dash! Kappei',714
2762,'Igano Kabamaru',11813
2775,'Genocyber',1351
2789,'B-Legend! Battle B-Daman',1668
2800,'Candy Candy',2405
2800,'Candy Candy',2542
2800,'Candy Candy',3196
2800,'Candy Candy',2799
2813,'Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak',17733
2814,'Dondon Dommel to Ron',2815
2817,'Cinderella Monogatari',2810
2817,'Cinderella Monogatari',3809
2824,'Barbapapa Sekai wo Mawaru',7004
2825,'Arabian Nights: Sindbad no Bouken (TV)',5935
2827,'Calimero',2823
2828,'Ie Naki Ko',2227
2828,'Ie Naki Ko',2559
2828,'Ie Naki Ko',2549
2828,'Ie Naki Ko',2624
2829,'Ie Naki Ko Remy',2547
2882,'Anime Oyako Gekijou',3075
2892,'Hakushon Daimaou',310
2907,'Cyborg Kuro-chan',2280
2907,'Cyborg Kuro-chan',3672
2913,'Daisougen no Chiisana Tenshi: Bush Baby',2576
2916,'Genki Bakuhatsu Ganbaruger',5440
2916,'Genki Bakuhatsu Ganbaruger',16131
2916,'Genki Bakuhatsu Ganbaruger',4536
2923,'Shugo Chara!',37968
2923,'Shugo Chara!',8206
2923,'Shugo Chara!',22693
2923,'Shugo Chara!',232
2923,'Shugo Chara!',8217
2923,'Shugo Chara!',32691
2923,'Shugo Chara!',6117
2923,'Shugo Chara!',9441
2926,'Myself; Yourself',363
2927,'KimiKiss Pure Rouge',2129
2927,'KimiKiss Pure Rouge',670
2938,'Idol Densetsu Eriko',4928
2942,"""Sketchbook: Full Color's""",477
2963,'Minami-ke',1888
2963,'Minami-ke',837
2963,'Minami-ke',488
2966,'Ookami to Koushinryou',290
2966,'Ookami to Koushinryou',14833
2966,'Ookami to Koushinryou',34176
2986,'Bamboo Blade',3827
2986,'Bamboo Blade',5141
2993,'Rosario to Vampire',29785
2993,'Rosario to Vampire',469
2993,'Rosario to Vampire',8536
2993,'Rosario to Vampire',193
2993,'Rosario to Vampire',6324
3002,'Gyakkyou Burai Kaiji: Ultimate Survivor',3369
3002,'Gyakkyou Burai Kaiji: Ultimate Survivor',37086
3002,'Gyakkyou Burai Kaiji: Ultimate Survivor',658
3008,'Time Bokan Series: Yatterman',4013
3008,'Time Bokan Series: Yatterman',3305
3010,'Kaiketsu Zorro',2333
3064,'Kizuoibito',10304
3065,'Ozanari Dungeon: Kaze no Tou',7601
3065,'Ozanari Dungeon: Kaze no Tou',1181
3075,'Tondera House no Daibouken',2882
3077,'Warau Salesman',1083
3079,'Aoki Ryuusei SPT Layzner',3399
3092,'Junjou Romantica',9926
3098,'Shutsugeki! Machine Robo Rescue',19171
3099,'Juusenshi Gulkeeva',2127
3125,'Tokimeki Tonight',2762
3137,'Tsurikichi Sanpei',4514
3166,'Ayakashi',2603
3180,'Manga Aesop Monogatari (TV)',4709
3194,'Ningyohime Marina no Bouken',2718
3229,'Kimi ga Aruji de Shitsuji ga Ore de',7148
3230,'Druaga no Tou: The Aegis of Uruk',417
3256,'Soukou Kihei Votoms: Pailsen Files',4232
3272,'Kinnikuman',5832
3272,'Kinnikuman',3009
3272,'Kinnikuman',3295
3297,'Aria the Origination',353
3298,'Hatenkou Yuugi',4551
3299,'H2O: Footprints in the Sand',625
3305,'Muteki Koujin Daitarn 3',3008
3325,'Yuusha Exkaiser',1897
3332,'Stop!! Hibari-kun!',8765
3332,'Stop!! Hibari-kun!',9205
3335,'Haikara-san ga Tooru',3807
3342,'Mnemosyne: Mnemosyne no Musume-tachi',621
3342,'Mnemosyne: Mnemosyne no Musume-tachi',1629
3349,'Kiddy GiRL-AND',1600
3355,'Fortune Dogs',4101
3375,'Kirepapa.',746
3389,'Bus Gamer',42264
3407,'Blassreiter',568
3420,'Shigofumi',789
3420,'Shigofumi',3713
3448,'Mad★Bull 34',3064
3455,'To LOVE-Ru',2993
3455,'To LOVE-Ru',3503
3455,'To LOVE-Ru',11785
3455,'To LOVE-Ru',1293
3455,'To LOVE-Ru',2967
3455,'To LOVE-Ru',2104
3455,'To LOVE-Ru',6166
3455,'To LOVE-Ru',36950
3455,'To LOVE-Ru',241
3455,'To LOVE-Ru',36726
3457,'Vampire Knight',7058
3457,'Vampire Knight',6707
3457,'Vampire Knight',57031
3467,'Nogizaka Haruka no Himitsu',4136
3470,'Special A',7054
3470,'Special A',145
3493,'Ryuusei no Rockman Tribe',2109
3503,'Kanokon',1588
3561,'Dennou Boukenki Webdiver',1710
3572,'Macross F',10447
3572,'Macross F',2455
3574,'Switch',13843
3576,'Kodai Ouja Kyouryuu King',1669
3577,'Kyouran Kazoku Nikki',36397
3579,'Getter Robo',48649
3579,'Getter Robo',4574
3588,'Soul Eater',38671
3588,'Soul Eater',154
3588,'Soul Eater',1250
3593,'Utawarerumono OVA',540
3595,'Kujakuou',6061
3609,'Kikou Kantai Dairugger XV',5891
3615,'Neo Angelique Abyss',1578
3667,'Strike Witches',14283
3667,'Strike Witches',3410
3672,'Tottemo! Luckyman',2907
3701,'Kaiba',2233
3702,'Detroit Metal City',1025
3702,'Detroit Metal City',32977
3704,'Zenryoku Usagi',5276
3723,'Koala Boy Kokki',1333
3731,'Itazura na Kiss',334
3737,'Usavich',31534
3761,'Wanwan Sanjuushi',2579
3772,'Saiko Robot Kombock',2391
3809,'Shirayuki Hime no Densetsu',2817
3825,'Dokaben',5834
3836,'Meiken Jolie',2151
3837,'Mashin Eiyuuden Wataru',15915
3837,'Mashin Eiyuuden Wataru',21545
3841,"""Chi's Sweet Home""",508
3841,"""Chi's Sweet Home""",32664
3841,"""Chi's Sweet Home""",12021
3841,"""Chi's Sweet Home""",10197
3841,"""Chi's Sweet Home""",749
3841,"""Chi's Sweet Home""",6604
3841,"""Chi's Sweet Home""",1883
3841,"""Chi's Sweet Home""",30651
3841,"""Chi's Sweet Home""",485
3858,'Konchuu Monogatari Minashigo Hutch',2571
3858,'Konchuu Monogatari Minashigo Hutch',307
3909,'Bikkuriman',10210
3956,'Shakugan no Shana-tan II (Second)',10249
3972,"""Yu☆Gi☆Oh! 5D's""",5725
3972,"""Yu☆Gi☆Oh! 5D's""",9346
3972,"""Yu☆Gi☆Oh! 5D's""",8410
4003,'Dream Hunter Rem',3095
4038,'Zettai Karen Children',1724
4039,'Golgo 13 (TV)',5032
4039,'Golgo 13 (TV)',1153
4060,'Grimm Meisaku Gekijou',7245
4063,'Sekirei',610
4063,'Sekirei',5020
4063,'Sekirei',5504
4063,'Sekirei',9367
4063,'Sekirei',5112
4063,'Sekirei',231
4063,'Sekirei',10213
4080,'Kyou kara Maou! 3rd Series',124
4080,'Kyou kara Maou! 3rd Series',381
4081,'Natsume Yuujinchou',37964
4081,'Natsume Yuujinchou',35220
4081,'Natsume Yuujinchou',457
4081,'Natsume Yuujinchou',962
4081,'Natsume Yuujinchou',861
4081,'Natsume Yuujinchou',2004
4081,'Natsume Yuujinchou',2931
4081,'Natsume Yuujinchou',489
4081,'Natsume Yuujinchou',24701
4081,'Natsume Yuujinchou',32902
4081,'Natsume Yuujinchou',1917
4081,'Natsume Yuujinchou',3359
4081,'Natsume Yuujinchou',32696
4081,'Natsume Yuujinchou',21939
4081,'Natsume Yuujinchou',5688
4101,'Wanwan Celepoo Soreyuke! Tetsunoshin',3355
4130,'Petit Eva: Evangelion@School',5957
4177,'Bounen no Xamdou',237
4181,'Clannad: After Story',6890
4181,'Clannad: After Story',1142
4181,'Clannad: After Story',42938
4181,'Clannad: After Story',3297
4181,'Clannad: After Story',35180
4181,'Clannad: After Story',18195
4189,'Fuyu no Sonata',36775
4200,'Dirty Pair OVA',2688
4224,'Toradora!',13759
4224,'Toradora!',43608
4224,'Toradora!',18897
4224,'Toradora!',17895
4224,'Toradora!',42897
4224,'Toradora!',4192
4224,'Toradora!',14741
4224,'Toradora!',14753
4224,'Toradora!',7769
4232,'Kidou Senshi Gundam MS IGLOO 2: Juuryoku Sensen',3256
4262,'Koihime†Musou',8287
4262,'Koihime†Musou',4196
4286,'Bonobono (TV)',1839
4353,'Gakuen Heaven: Hamu Hamu Heaven',42913
4353,'Gakuen Heaven: Hamu Hamu Heaven',3057
4375,'Kyoro-chan',4684
4439,'Kurenai Sanshirou',4808
4477,'Nodame Cantabile: Paris-hen',37975
4514,'Seton Doubutsuki: Kuma no Ko Jacky',3137
4535,'Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life',3750
4551,'Hakushaku to Yousei',3298
4618,'RideBack',52405
4618,'RideBack',5505
4654,'Toaru Majutsu no Index',5342
4684,'Scarecrowman',4375
4709,"""Aesop's World""",3180
4719,"""Queen's Blade: Rurou no Senshi""",8057
4719,"""Queen's Blade: Rurou no Senshi""",788
4722,'Skip Beat!',3613
4722,'Skip Beat!',1974
4722,'Skip Beat!',12711
4722,'Skip Beat!',41511
4737,'Himitsukessha Taka no Tsume',17933
4752,'Vampire Knight Guilty',44390
4782,'Mama wa Poyopoyo Saurus ga Osuki',5534
4808,'Hurricane Polymar',2389
4808,'Hurricane Polymar',3735
4810,'Shinzou Ningen Casshern',4439
4814,'Junjou Romantica 2',11123
4814,'Junjou Romantica 2',33417
4854,'Fuuma no Kojirou: Yasha-hen',12795
4884,'Tales of the Abyss',8995
4898,'Kuroshitsuji',5530
4898,'Kuroshitsuji',31229
4898,'Kuroshitsuji',2985
4898,'Kuroshitsuji',42892
4898,'Kuroshitsuji',553
4898,'Kuroshitsuji',149
4936,'Ninja Hattori-kun',2471
4938,'Tsubasa: Shunraiki',4918
4975,'ChäoS;HEAd',6682
4975,'ChäoS;HEAd',1085
4981,'Casshern Sins',1325
4981,'Casshern Sins',1664
4981,'Casshern Sins',28155
4981,'Casshern Sins',4050
4999,'Asu no Yoichi!',6067
4999,'Asu no Yoichi!',591
4999,'Asu no Yoichi!',6201
5005,'Tentai Senshi Sunred',49385
5020,'Zettai Shougeki: Platonic Heart',2905
5020,'Zettai Shougeki: Platonic Heart',1183
5023,'Ninpuu Kamui Gaiden',6056
5028,'Major S5',15059
5030,'Maria†Holic',10119
5030,'Maria†Holic',1569
5040,'One Outs',7661
5042,'Kiss x Sis',2730
5042,'Kiss x Sis',28819
5052,'Eightman',2556
5052,'Eightman',8394
5060,'Hetalia Axis Powers',17731
5060,'Hetalia Axis Powers',2234
5060,'Hetalia Axis Powers',12321
5075,'Yuusha Keisatsu J-Decker',926
5075,'Yuusha Keisatsu J-Decker',2758
5081,'Bakemonogatari',37450
5081,'Bakemonogatari',7647
5081,'Bakemonogatari',39017
5081,'Bakemonogatari',33263
5081,'Bakemonogatari',14515
5081,'Bakemonogatari',50346
5081,'Bakemonogatari',6594
5112,'Akikan!',940
5114,'Fullmetal Alchemist: Brotherhood',21573
5114,'Fullmetal Alchemist: Brotherhood',5945
5114,'Fullmetal Alchemist: Brotherhood',11061
5114,'Fullmetal Alchemist: Brotherhood',36838
5118,'Suzumiya Haruhi-chan no Yuuutsu',15687
5118,'Suzumiya Haruhi-chan no Yuuutsu',15649
5141,'Taishou Yakyuu Musume.',1846
5150,'Hatsukoi Limited.',981
5177,'Denpa-teki na Kanojo',8481
5201,'Salad Juu Yuushi Tomatoman',1960
5226,'Souten Kouro',1442
5226,'Souten Kouro',4549
5231,'Inazuma Eleven',10346
5231,'Inazuma Eleven',2116
5231,'Inazuma Eleven',35605
5235,'Live On Cardliver Kakeru',1590
5276,'Happy Happy Clover',4515
5277,'Sekirei: Pure Engagement',19163
5307,'Sora wo Kakeru Shoujo',3349
5322,'Mugen Kouro',38361
5355,'Sengoku Basara',11241
5356,'Canaan',109
5356,'Canaan',176
5420,'Kemono no Souja Erin',1695
5420,'Kemono no Souja Erin',9200
5420,'Kemono no Souja Erin',3110
5420,'Kemono no Souja Erin',872
5454,'Yoku Wakaru Gendai Mahou',3390
5507,'Senjou no Valkyria',1538
5525,'07-Ghost',33726
5525,'07-Ghost',15613
5530,'Pandora Hearts',5525
5530,'Pandora Hearts',4898
5534,'Hai! Akko desu',4782
5597,'Natsu no Arashi!',8726
5597,'Natsu no Arashi!',49590
5630,'Higashi no Eden',10163
5630,'Higashi no Eden',4334
5671,'Saki',1721
5671,'Saki',33031
5671,'Saki',2986
5671,'Saki',55397
5671,'Saki',6981
5671,'Saki',2562
5678,'Kobato.',4483
5678,'Kobato.',54716
5680,'K-On!',20555
5680,'K-On!',30795
5680,'K-On!',47917
5680,'K-On!',15051
5680,'K-On!',16157
5680,'K-On!',50267
5680,'K-On!',16353
5680,'K-On!',16417
5680,'K-On!',10495
5680,'K-On!',34522
5680,'K-On!',6802
5680,'K-On!',27989
5680,'K-On!',27441
5680,'K-On!',1858
5680,'K-On!',6098
5680,'K-On!',10109
5682,'Phantom: Requiem for the Phantom',282
5682,'Phantom: Requiem for the Phantom',2025
5682,'Phantom: Requiem for the Phantom',4039
5682,'Phantom: Requiem for the Phantom',29095
5682,'Phantom: Requiem for the Phantom',4264
5688,'Gegege no Kitarou (1968)',3129
5734,'Tayutama: Kiss on My Deity',2494
5734,'Tayutama: Kiss on My Deity',6791
5774,'Seitokaichou ni Chuukoku',8634
5774,'Seitokaichou ni Chuukoku',5719
5784,'Ai no Kusabi (2012)',8063
5809,'Kupu~!! Mamegoma!',8832
5809,'Kupu~!! Mamegoma!',8829
5834,'Kyojin no Hoshi',3825
5909,'Seitokai no Ichizon',14073
5941,'Cross Game',40504
5941,'Cross Game',38098
5941,'Cross Game',627
5941,'Cross Game',1065
5955,'Toaru Majutsu no Index-tan',3469
5955,'Toaru Majutsu no Index-tan',3956
5955,'Toaru Majutsu no Index-tan',1066
5957,'Nyoro-n Churuya-san',4130
5957,'Nyoro-n Churuya-san',7017
5962,'Metal Fight Beyblade',10869
5962,'Metal Fight Beyblade',11177
5962,'Metal Fight Beyblade',36423
5962,'Metal Fight Beyblade',4563
5962,'Metal Fight Beyblade',4052
